1333	0	0
1334	0	0
1335	0	0
1488	0	0
1489	0	0
1331	1	0
1332	1	0
1333	1	0
1489	1	0
1490	1	0
1491	1	0
1329	2	0
1330	2	0
1331	2	0
1491	2	0
1492	2	0
1327	3	0
1328	3	0
1329	3	0
1492	3	0
1493	3	0
1494	3	0
1324	4	0
1325	4	0
1326	4	0
1327	4	0
1494	4	0
1495	4	0
1496	4	0
1322	5	0
1323	5	0
1324	5	0
1496	5	0
1497	5	0
1320	6	0
1321	6	0
1322	6	0
1497	6	0
1498	6	0
1499	6	0
1317	7	0
1318	7	0
1319	7	0
1320	7	0
1499	7	0
1500	7	0
1315	8	0
1316	8	0
1317	8	0
1500	8	0
1501	8	0
1502	8	0
1313	9	0
1314	9	0
1315	9	0
1502	9	0
1503	9	0
1310	10	0
1311	10	0
1312	10	0
1313	10	0
1503	10	0
1504	10	0
1505	10	0
1308	11	0
1309	11	0
1310	11	0
1505	11	0
1506	11	0
1306	12	0
1307	12	0
1308	12	0
1506	12	0
1507	12	0
1304	13	0
1305	13	0
1306	13	0
1507	13	0
1508	13	0
1509	13	0
1302	14	0
1303	14	0
1304	14	0
1509	14	0
1510	14	0
1300	15	0
1301	15	0
1302	15	0
1510	15	0
1511	15	0
1512	15	0
1297	16	0
1298	16	0
1299	16	0
1300	16	0
1512	16	0
1513	16	0
1295	17	0
1296	17	0
1297	17	0
1513	17	0
1514	17	0
1515	17	0
1293	18	0
1294	18	0
1295	18	0
1515	18	0
1516	18	0
1292	19	0
1293	19	0
1516	19	0
1517	19	0
1518	19	0
1290	20	0
1291	20	0
1292	20	0
1518	20	0
1519	20	0
1287	21	0
1288	21	0
1289	21	0
1290	21	0
1519	21	0
1520	21	0
1521	21	0
1285	22	0
1286	22	0
1287	22	0
1521	22	0
1522	22	0
1283	23	0
1284	23	0
1285	23	0
1522	23	0
1523	23	0
1281	24	0
1282	24	0
1283	24	0
1523	24	0
1524	24	0
1525	24	0
1279	25	0
1280	25	0
1281	25	0
1525	25	0
1526	25	0
1277	26	0
1278	26	0
1279	26	0
1526	26	0
1527	26	0
1275	27	0
1276	27	0
